primary_title,start_year,directors,primary_name,category
"Waiter from Hell",2010,nm1559618,"Michael McCallum",actor
Sunshine,2009,nm0804492,"Karen Skloss",actress
Lumberjacking,2009,nm3262389,"Rich Camp",actor
"Kanimdaki Barut",2009,nm0477867,"Luk Piyes",actor
"Atomic Mom",2010,nm0799208,"M.T. Silvia",actor
"Carnivale di Venezia",2009,nm3635479,"Bonnie Ember",actor
"Lenox Avenue",2009,nm0859824,"Al Thompson",actor
"Nicky Newark",2010,nm1390287,"David LaRosa",actor
"Moment, Noun.",2006,nm3201475,"Banks Helfrich",actor
Ashiq,2010,nm4055306,"Xiangcheng Liu",actor
"A Bullet for Buck",2002,nm2331799,"Gary Davis",actor
"El viatge de la llum, segon viatge",2005,nm1662728,"Salomón Shang",actor
"The Prodigy Strikes Back",2007,nm4480333,"Branden Bierbaum",actor
"Seikai lesbian: Jokai",2003,nm0014954,"Kyôko Aizome",actress
"Matkalla Hollywoodiin",2006,nm5414230,"Janne Halinen",actor
"Road to Las Vegas",2009,nm2973729,"Asif Akbar",actor
"Becoming Vex",2001,nm0801277,"Brent Sims",actor
DranDeh,2010,nm6287466,"Ijaz Baloch",actor
Vexx,2007,nm2697734,"Bongo Lights",actor
"Straight and Narrow",2009,nm7703856,"Stephen Mathis",actor
"The Unwanted",2000,nm3401963,"Daniel Benedict",actor
"Geinô ura jôji: Juku niku no kanshoku",2002,nm0994324,"Yutaka Ikejima",actor
"Maya Ta Maya Ho",2009,nm1159041,"Tulsi Ghimire",actor
"Death to Smoochy",2002,nm0000362,"Danny DeVito",actor
"Slice of Life",2002,nm0863816,"Patrick Timsit",actor
"The Shape of Evil",2002,nm1280355,"Marc Anthony Massimei",actor
"Self Medicated",2005,nm1276301,"Monty Lapica",actor
"Experimental Me",2002,nm1403198,"Craig James Pietrowiak",actor
"Ruaa halema",2003,nm1547824,"Waha Al-Raheb",actor
"Crash Test",2004,nm1580769,"Sam Voutas",actor
Spook,2003,nm0506346,"Barry W. Levy",actor
"The Three Burials of Melquiades Estrada",2005,nm0000169,"Tommy Lee Jones",actor
"House of Fury",2005,nm0298691,"Stephen Fung",actor
Votergate,2004,nm1778877,"Ole Schell",actor
"Instant Dads",2005,nm1412171,"Derek Maki",actor
"Sukkubus - Die Nacht der Dämonen",2000,nm1701221,"Robert Block",actor
"Eat Hot Tofu Slowly",2005,nm0271794,"Gong Feng",actor
"Try Me",2006,nm0553237,"Pierre-François Martin-Laval",actor
Takeshis',2005,nm0001429,"Takeshi Kitano",actor
Fellowship,2005,nm0248063,"Lucas Elliot Eberl",actor
"Lost Signal",2006,nm0573658,"Brian McNamara",actor
"White Thunder",2002,nm1208399,"Victoria King",actress
'LTD.',2005,nm2123308,"Ryan Arnold",actor
"The Craving Heart",2006,nm0313743,"Stan Harrington",actor
"The Craving Heart",2006,nm0313743,"Stan Harrington",actor
"Hog Island",2006,nm2275119,"Tom Clyde",actor
"Mr Prime Minister",2005,nm0007147,"Dev Anand",actor
Retribution,2006,nm2100612,"Joe E. Goodavage",actor
"Megy a gözös",2007,nm0464417,"Róbert Koltai",actor
"A Melody Looking",2006,nm0481709,"Leon Lai",actor
"Older Than America",2008,nm0510022,"Georgina Lightning",actress
"Boyle Heights",2010,nm0032741,"Francisco Aragon",actor
"Jackrabbit Sky",2009,nm2586044,"Andrew Bergmann",actor
"My First and Last Film",2004,nm10679544,"John Kolchak",actor
"Deadly Pursuit",2008,nm2488741,"Rusty Apper",actor
"Double G-Spot: Kyôko Aizome vs. Eri Kikuchi",2003,nm0014954,"Kyôko Aizome",actress
Imperfections,2006,nm4954458,"Matt Pallotta",actor
"In the Eyes of a Killer",2009,nm0541909,"Louis Mandylor",actor
"How I Killed Mumblecore",2009,nm1692211,"Brandon Hutchinson",actor
"Gooseberry Island",2009,nm0391308,"Eric Holloway",actor
"Meaner Than Hell",2009,nm3178522,"Edward M. Erdelac",actor
"Odavde do Tralala",2009,nm2053789,"Boris Velican",actor
"By the River Rye",2009,nm2504800,"Johnny Grasso",actor
"The Officer's Wife",2010,nm2121082,"Piotr Uzarowicz",actor
"Manor of Redemption",2004,nm1266055,"Nicholas Immaculate",actor
Landsman,2009,nm3453979,"Dor Mosessco",actor
"La déchirure",2005,nm0071157,"Alphonse Beni",actor
"The Fight for Water",2009,nm3661649,"Joshua Spencer",actor
"On the Road with Maruch",2008,nm1187122,"Florian Walter",actor
Kisshui,2008,nm1142085,"Meg McGarry",actress
Koursal,2006,nm3713888,"Nikos Theodosiou",actor
"Hello Yasothorn 2",2009,nm1002207,"Petchtai Wongkamlao",actor
"Zack and Michael",2008,nm1716662,"Zack Abramowitz",actor
"Gary Has No Pants",2010,nm3991803,"Jeff Brotherton",actor
"Up North",2004,nm3783827,"Brandon Van Vliet",actor
Silas,2006,nm4249548,"Mikkel Hyldgaard",actor
"Grandma, a Thousand Times",2010,nm2043753,"Mahmoud Kaabour",actor
"Laughing Stock",2005,nm4740337,"Geoff Davis",actor
"Freaks from Hell",2009,nm3788125,"Adam Mudman Bezecny",actor
"Colours at the End of the World",2009,nm5038965,"Ale Corte",actor
"Evaggelos Polemou",2010,nm6848295,"Panos Katsimperis",actor
"En film om och med Anders Petersen",2006,nm9372037,"J.H. Engström",actor
"Ekamath eka Rataka",2009,nm0348018,"Sanath Gunathilake",actor
"Karasevdah: Srebrenica Blues",2007,nm6223885,"Saidin Mido Salkic",actor
"Cheap Smokes",2000,nm0361776,"Renos Haralambidis",actor
"Manitou's Shoe",2001,nm0378660,"Michael Herbig",actor
"If It Don't Fit, Use a Bigger Hammer",2002,nm0861826,"Peter Thorwarth",actor
"Offending Angels",2000,nm0707346,"Andrew Rajan",actor
"Elvis Took a Bullet",2001,nm1087085,"Jerry Eeten",actor
"Skegs & Skangers",2002,nm1162246,"John Morton",actor
"Baliktaran: Si Ace at si Daisy",2001,nm1086695,"Al Tantay",actor
Runt,2005,nm1265678,"Michael Phillip Edwards",actor
"Moving Malcolm",2003,nm0711838,"Benjamin Ratner",actor
"Mind The Gap",2004,nm0769703,"Eric Schaeffer",actor
Remedy,2005,nm0535393,"Christian Maelen",actor
Almost,2004,nm0195626,"Chris D'Elia",actor
"Tres fronteras",2001,nm0017392,"Julio Aldama Jr.",actor
"Vampire Blvd.",2004,nm0002396,"Scott Shaw",actor
"A Guest of Life: Alexander Csoma De Körös",2006,nm0843954,"Tibor Szemzö",actor
"Most High",2004,nm0755663,"Marty Sader",actor
"Daniel the Wizard",2004,nm0518579,"Ulli Lommel",actor
"The Death of Poe",2006,nm0714838,"Mark Redfield",actor
"Shut Up and Shoot!",2006,nm0689605,"Silvio Pollio",actor
"Mutual Appreciation",2005,nm1216004,"Andrew Bujalski",actor
"Naco es chido",2009,nm0033190,"Sergio Arau",actor
Peanuts,2006,nm0879780,"Teruyoshi Uchimura",actor
Polyeucte,2005,nm1714632,"Christophe Atabekian",actor
"Amigos de la infancia",2005,nm1747313,"Mariano Argento",actor
Confinement,2005,nm1356641,"David Lee Stewart",actor
Melvil,2006,nm0693799,"Melvil Poupaud",actor
"The S1gnificance of Se7enteen",2002,nm1087281,"Carlos Puga",actor
"AFSPA, 1958",2006,nm2336267,"Haobam Paban Kumar",actor
Tartarus,2005,nm1967152,"Dave Wascavage",actor
"Derek and Delila",2007,nm2561516,"Joseph T. May",actor
"Faron: The Prophecy",2007,nm2660815,"Drew Barrett Meinecke",actor
Kolaskos,2005,nm2800155,"Erik Wiesbaum",actor
"Waiting for Ophelia",2009,nm0137262,"Adam Carl",actor
"Bottecchia - L'ultima pedalata",2008,nm11242635,"Gloria De Antoni",actress
"Toad's Oil",2009,nm0945131,"Kôji Yakusho",actor
Dôsôkai,2008,nm2272649,"Takayuki Takuma",actor
"Christian Blake",2008,nm2151126,"Eoin Macken",actor
"Absolute Evil - Final Exit",2009,nm0518579,"Ulli Lommel",actor
"Sandalwood Guru",2010,nm12168718,Manas,actor
"Change the Game",2006,nm3351558,"M.J. Alhabeeb Jr.",actor
"Quest for the Meaning of Life",2008,nm0175260,"Andrew Connolly",actor
"Schastlivyy konets",2010,nm3307068,"Yaroslav Chevazhevskiy",actor
"La valigia sul letto",2010,nm1302696,"Eduardo Tartaglia",actor
Nydenion,2010,nm3853784,"Jack Moik",actor
"The Pathetically Cheap Adventures of Xtra-Man",2010,nm1148357,"Carl Darchuk",actor
"9 September",2007,nm1989099,"Mohd Pierre Andre",actor
"Ziteitai pseftis",2010,nm0584259,"Ieroklis Michaelidis",actor
"Sweet and Innocent",2007,nm2331799,"Gary Davis",actor
"El viatge de la llum, quart viatge",2007,nm1662728,"Salomón Shang",actor
Nandalala,2010,nm4199426,Mysskin,actor
Potcircle,2010,nm4261302,"Snoopy Green",actor
"El crimen de Peñasca",2009,nm2584277,"Jaume Najarro",actor
"The Judge of Mountains",2009,nm4675062,"Aziz Cem",actor
"A Taste of Greenland",2009,nm2579879,"Chris Coubrough",actor
Badr,2001,nm4859917,"Youssef Mansour",actor
"Snuf de hond en de IJsvogel",2010,nm0429535,"Steven de Jong",actor
"Toxic Energy: Little Miss Potentiality Returns",2008,nm1722926,"Thalia Drori",actress
"After Fidel",2007,nm0533828,"Michael Maclear",actor
Zemanna,2010,nm0416113,"David Jalil",actor
"An American Rebel: Steve McQueen",2007,nm0552958,"Richard Martin",actor
"Rangeen Shaam",2003,nm6869565,Bhaboos,actor
Illuminati,2004,nm2828879,"Desire Dubounet",actress
"After the Reconciliation",2000,nm0594746,"Anne-Marie Miéville",actress
Jeans,2001,nm0470514,"Nicolette Krebitz",actress
"Love Philosophy",2001,nm0314388,"Jack Gerlach",actor
"Open Range",2003,nm0000126,"Kevin Costner",actor
"Variété française",2003,nm0896459,"Frédéric Videau",actor
"Virgin People III",2002,nm0145036,"Celso Ad. Castillo",actor
"Ang alamat ng lawin",2002,nm0688093,"Fernando Poe Jr.",actor
"Le voyage de Maryam",2003,nm1333852,"Sepideh Farsi",actress
"My Father and I",2003,nm1292891,"Jinglei Xu",actress
"The Goddess",2004,nm0514852,"Renata Litvinova",actress
Mañana,2003,nm0898133,"Arturo Villaseñor",actor
"No Longer My Twin",2002,nm1349998,"Robert G. Christie",actor
Daddy,2004,nm0556343,"Vladimir Mashkov",actor
Audition,2005,nm0681401,"Luc Picard",actor
"Karla Faye Tucker: Forevermore",2004,nm2080932,"Helen Gibson",actress
"Shadow People",2007,nm0183460,"Keith Coulouris",actor
"African Paradise",2006,nm0025340,"Sylvestre Amoussou",actor
Boxes,2007,nm0000945,"Jane Birkin",actress
Pretextos,2008,nm0613284,"Silvia Munt",actress
"A Bee in August",2007,nm0040440,"Thodoris Atheridis",actor
Cinemart,2007,nm0003244,"Jordi Mollà",actor
"Crap Shoot: The Documentary",2007,nm2708195,"Kenneth R. Close",actor
"10 Years Later",2010,nm0582485,"Aaron Michael Metchik",actor
"Color of the Cross 2: The Resurrection",2008,nm0478713,"Jean-Claude La Marre",actor
"The Money Maker",2005,nm3181603,"Jason Brasier",actor
"Guarded Angel",2005,nm0316252,"Dominic Giannetti",actor
Coco,2009,nm0255362,"Gad Elmaleh",actor
"Kûsô no mori",2008,nm3087282,"Yoko Tashiro",actress
"The Man Who Shot Dogs",2009,nm2172377,"Kevin Lucero Less",actor
Ashoka,2008,nm12109735,"Prem Menon",actor
"The Promised Land",2009,nm3294862,"Phillip D. Williams",actor
"Finding Shangri-La",2007,nm3132188,"Ted Vaill",actor
Mouse,2010,nm1409698,"Shahed Ahmadloo",actor
Skyggen,2005,nm2766919,"Jemshaid Ashraf",actor
"Star Wars: A Galaxy in Darkness",2009,nm3426117,"Damien Valentine",actor
"Bird's Eye View",2009,nm3639185,"Cybela Clare",actress
"Four More Years",2010,nm0536414,"Tova Magnusson",actress
"The Spacewalk",2010,nm1859120,"Jona Newhall",actor
"A Break in the Clouds",2010,nm4105065,"Ben Jacobson",actor
Basim,2010,nm0408459,"George Inci",actor
"The Truth Injection: More New World Order Exposed",2010,nm3461598,"Ian Crane",actor
"No Leaf Clover",2010,nm4414819,"Andrei Sporea",actor
"Blank Slate",2010,nm3177482,"Tulley Rafferty",actor
"Nice Guys",2010,nm4562617,"Caleb Noel",actor
Tremendous,2010,nm0372497,"Kara Hearn",actress
Vapors,2007,nm2577870,"David Mouton",actor
"Dark Mirror of Magick",2001,nm2706783,"Poke Runyon",actor
"Drugs Stop - Europol",2003,nm0065036,"Peter Bechtel",actor
"Mission X",2009,nm1434457,"David Wilde",actor
"The Shadow of Revenge",2010,nm5723704,"Tom Smith",actor
"Steam in the Spring",2005,nm0418953,"Les Jarrett",actor
Shadow,2009,nm4354769,"Taras Demian Groves",actor
"You Don't Know Hitler",2006,nm2144542,"James K. Lambert",actor
"Operation: Overthrow",2000,nm2630163,"Bill Cornelius",actor
"Devils on the Doorstep",2000,nm0422638,"Wen Jiang",actor
"Elvis Is Alive",2001,nm0614916,"Don Murray",actor
"Full Frontal",2001,nm0771362,"Kyle Schickner",actor
Roomates,2001,nm0005320,"Paulina Porizkova",actress
"Ah Beng Returns",2001,nm0497460,"James Lee",actor
"Monsieur Batignole",2002,nm0432040,"Gérard Jugnot",actor
"This Wretched Life",2010,nm1238415,"Frankie J. Mosca",actor
Dayo,2003,nm0725526,"Ronnie Ricketts",actor
"Elevator Movie",2004,nm1571664,"Zeb Haradon",actor
"Cold Intelligence",2004,nm0219369,"Michael Denney",actor
"Le quatrième morceau de la femme coupée en trois",2007,nm0550341,"Laure Marsac",actress
"Late Night Girls",2006,nm0576283,"Francis Megahy",actor
AmerAsian,2009,nm1123863,"Roger Lim",actor
"The Hitman Chronicles",2006,nm1856353,"Shea Pesz",actress
"The Eyes of Van Gogh",2005,nm1918760,"Alexander Barnett",actor
"Papa Afrika: On the Road to the Roots",2005,nm0856568,"Otu Tetteh",actor
"Todos los hombres son iguales y las mujeres también",2005,nm2088391,"Carlos Mario Aguirre",actor
"The Trophy",2007,nm0262627,"Charles Evans",actor
Sleuth,2007,nm0000110,"Kenneth Branagh",actor
"The Devil Dared Me To",2007,nm1083119,"Chris Stapp",actor
"Have You Ever Married A Chinese Man?",2001,nm2699357,"Julian Cheah",actor
"Naga Bonar Jadi 2",2007,nm1110186,"Deddy Mizwar",actor
Don,2007,nm0706485,"Lawrence Raghavendra",actor
Nostalgia,2008,nm11397263,"James Bartling",actor
"Breaking Upwards",2009,nm0918078,"Daryl Wein",actor
"Jack Goes Boating",2010,nm0000450,"Philip Seymour Hoffman",actor
"Ima boku wa",2008,nm3138466,"Yasutomo Chikuma",actor
"Ninja Pussy Cat",2003,nm1933078,"Hiroyuki Kawasaki",actor
"American Scream King",2010,nm1655252,"Joel Paul Reisig",actor
"Uneven Ground",2009,nm3182029,"Brendon Briggs",actor
"Sem Fio",2009,nm2876822,"Tristan Aronovich",actor
"6 Films in 7 Days",2008,nm5775029,"Mike Rose",actor
"The Vanishing Dragon",2007,nm3232426,"Adam DeGazon",actor
"The Perfect Gift",2009,nm0601345,"Jefferson Moore",actor
"Diary of a Ghost",2007,nm3401539,"Joe Minnella",actor
"Johnny Unicron the Apocalypse Warrior",2005,nm0184685,"Chris Cowden",actor
"The End Part One",2006,nm3457557,"Sean DelGatto",actor
"VW Bus Tour: Americana Bohemia",2009,nm3590832,"Matt Palka",actor
"The Merger",2007,nm2565612,"Keith Dorrington",actor
"Twenty Something",2006,nm3699088,"David Clemandot",actor
"The Shark Con",2010,nm3201994,"Rusty Armstrong",actor
"By Love and Art Scarred",2010,nm2612221,"James Cassano",actor
"La fête des voisins",2010,nm3855764,"David Haddad",actor
"The Cedar's Tears",2010,nm1617048,"Nils Oliveto",actor
"Albert and Alice",2010,nm2023310,"Andru Cann",actor
"Viet Nam: Then and Again",2004,nm3906060,"Brian Wizard",actor
"Devils & Angels",2010,nm3043439,"Sean Cranston",actor
"Eighteen: The World at My Feet",2010,nm0733641,"Elisabetta Rocchetti",actress
"Gone with the Hurricane",2010,nm4158715,"Cliff Cagle",actor
"STRONGHOLD: In the Grip of Wrestling",2009,nm4301061,"Victor Rook",actor
"Restos de una Culpa",2008,nm4349311,"Antonio de Santos",actor
"Fighting Angels: Exodus",2010,nm4105302,"Eric Vence Green",actor
Mucha,2010,nm3559189,"Berenika Bailey",actress
"Subtle Voices: Cries from Colombia",2006,nm4833695,"Andrew Patterson",actor
Tjoklitbeksoentjies,2009,nm4912471,"Jarrod de Jong",actor
"Pawn of Deception",2002,nm8370020,"Josiah Johnson",actor
"Cold War",2000,nm0415777,"Ka-Yan Leung",actor
"Spaghetti in 8 Minutes",2005,nm2202538,"Rambod Javan",actor
"Junk Squad",2001,nm1323377,"Jenn Laharty",actress
Nights,2000,nm0866536,"Cláudia Tomaz",actress
Tündérdomb,2001,nm0844476,"András Szöke",actor
Khatarnak,2000,nm0467680,"Mahesh Kothare",actor
"Venus de Milo",2002,nm1005286,"Diana Lewis",actress
"Ceské Pulp Fiction a Blair Witch",2000,nm0546407,"Petr Marek",actor
"The Last Rock and Roll Documentary",2001,nm1142504,"Matt Rasnick",actor
"Chin nin dang yat tin",2001,nm0525475,"Jamie Luk",actor
"A Snake of June",2002,nm0875354,"Shin'ya Tsukamoto",actor
"In Shifting Sands: The Truth About Unscom and the Disarming of Iraq",2001,nm0728805,"Scott Ritter",actor
"Life Express",2004,nm0461918,"Blackie Shou-Liang Ko",actor
"Dietrich Bonhoeffer: Memories and Perspectives",2003,nm1397717,"Martin Doblmeier",actor
"Wounded Love",2004,nm0491522,"Christian Laursen",actor
"The Search for Mr. F",2004,nm0378858,"Guillermo Heredia",actor
"Six Strong Guys",2004,nm1205568,"Barbara Wong Chun-Chun",actress
"Little Green Bag",2002,nm1815356,"Wolfgang Brandstetter",actor
Peacock,2005,nm0345146,"Changwei Gu",actor
"Life's Decisions",2005,nm1064198,"Mark R. Anthony",actor
"The Waiting Room",2003,nm0218547,"Zeki Demirkubuz",actor
Sins,2005,nm0659225,"Vinod Pande",actor
"Aham Premasmi",2005,nm5758702,"V. Ravichandran",actor
"Following Sean",2005,nm0035229,"Ralph Arlyck",actor
"Electric Apricot",2006,nm0165633,"Les Claypool",actor
"A Stray Girlfriend",2007,nm1195064,"Ana Katz",actress
"Free as Love",2004,nm1543911,"Alice Wang",actress
"Kill Buljo: The Movie",2007,nm2482088,"Tommy Wirkola",actor
Float,2008,nm1193694,"Johnny Asuncion",actor
Fourteen,2007,nm2127333,"Hiromasa Hirosue",actor
"The Merry Gentleman",2008,nm0000474,"Michael Keaton",actor
"Real Hustla",2003,nm5422856,"Tomoharu Mashino",actor
"Orsova Noua 4: Small City Life",2009,nm10953723,"Florin Calin",actor
"Melvyn's Clock",2008,nm2625253,"Jon Russell Cring",actor
"Pudhir Vettai (Puzzle Hunt)",2010,nm8269695,"Aadhitya Bahudhanam",actor
"Of Monster Mode",2007,nm2911203,"Yûya Ishii",actor
"White Booty Worship 1",2008,nm1077134,L.T.,actor
"Women Do It Better",2009,nm0799734,"Derrick Simmons",actor
"Spirit Are You There?",2008,nm0885188,"Philippe Vallois",actor
"Spirit Link",2009,nm1583982,"Trevor Adrian",actor
Snakeville,2008,nm1068287,"Matthew Klamm",actor
Integro,2006,nm1716661,"Jack Abele",actor
"The Last One",2009,nm3377848,"Kevin Lapsley",actor
Revisions,2004,nm7835888,"James Buffington",actor
"A Greater Yes: The Story of Amy Newhouse",2009,nm0234139,"Bradley Dorsey",actor
"De Chatzelochsenn",2009,nm2392901,"Tobias Brunschwiler",actor
Paranormal,2005,nm3566441,"Mike Lordi",actor
"S&M Lawn Care",2010,nm2222040,"Mark Potts",actor
"Freedom on Parole",2010,nm0165316,"Erik Clausen",actor
Retourne-toi,2009,nm2390414,"Marc Décosterd",actor
Hooters!,2010,nm1779802,"Anna Margarita Albelo",actress
"Piano Grand",2010,nm3953546,"Steven Gotler",actor
"Theory PAL",2008,nm3112628,"Rouzbeh Rashidi",actor
Lukus,2010,nm4041770,"Danny Lenko",actor
"Visible Silence: Marsden Hartley, Painter and Poet",2008,nm4174574,"Michael Maglaras",actor
"The Truth About Tom, Dick and Harry",2010,nm4201634,"Alan Crawford",actor
"South of New York",2010,nm0094253,"Elena Bonelli",actress
"Tomato Man",2010,nm3642974,"Matthew W. Enstrom",actor
"Why I Left the Democratic Party",2008,nm4837667,"Joe Vecchio",actor
Taizo,2003,nm5196497,"Takako Nakajima",actress
"Zombie Ferox 2",2003,nm3973269,"Jonathon Ash",actor
Toolies,2010,nm2346328,"Peter Cameron",actor
Nemsenkilény,2010,nm0127102,"Enikö Börcsök",actress
"The Empty Throne",2010,nm5618545,"Jason Bigart",actor
"Veera Madakari",2009,nm1679372,Sudeep,actor
"The Price of Loyalty",2008,nm5723704,"Tom Smith",actor
"Naanu Nanna Kanasu",2010,nm0695177,"Prakash Raj",actor
"Sarnie zniwo, czyli Pokusa statuetkowego szlaku",2006,nm4684467,"Bartosz Walaszek",actor
"A Cold Day in Hell",2009,nm3832981,"Steve Grogan",actor
"Swamir Deoa Sindur",2005,nm3394402,"Hara Patnaik",actor
"Lady Ninja Kasumi, Volume 3: Secret Skills",2006,nm1933078,"Hiroyuki Kawasaki",actor
"Red Mantis",2009,nm4474439,"Gabriel Cash",actor
"2 Days Without a Bagel 2",2007,nm3236412,"Jason Gerbay",actor
"The Drunken Boy",2005,nm5937552,"David Martin",actor
"BaKavod Sheli",2004,nm4751714,"Avi Biter",actor
"Doctor Who: Fire and Ice",2009,nm0227756,"Kenneth Dinkins",actor
"Eshche odna skazka o Zolushke",2001,nm5451071,"Ilya Belostotski",actor
"Sunshine for the Poor",2001,nm0347492,"Alain Guiraudie",actor
"La sociologie est un sport de combat",2001,nm0137379,"Pierre Carles",actor
"Shaolin Soccer",2001,nm0159507,"Stephen Chow",actor
"On the Old Roman Road",2001,nm0039391,"Don Askarian",actor
"Nikos the Impaler",2003,nm0773593,"Andreas Schnaas",actor
Outcasts,2002,nm1193694,"Johnny Asuncion",actor
Meridian,2002,nm1336213,"Philipp Christopher",actor
Den,2001,nm1049472,"Greg Arce",actor
"Turkish Tales",2003,nm0016089,"Zeki Alasya",actor
Anokha,2004,nm1701272,"K. Raj Srivastava",actor
"The Bloodletting",2004,nm1626854,"Shaun Paul Piccinino",actor
"The Flaming Lips - The Fearless Freaks",2005,nm0064022,"Bradley Beesley",actor
"TYLER PERRY'S A MADEA FAMILY FUNERAL",2006,nm1347153,"Tyler Perry",actor
"Vendetta Song",2005,nm1549870,"Eylem Kaftan",actress
"Dreaming on Christmas",2005,nm1670272,"Spencer Jay Kim",actor
Shooters,2005,nm0642395,"James O'Regan",actor
Struggler,2006,nm0542498,"Mahesh Manjrekar",actor
Barmaids,2005,nm0092419,"Simon Boisvert",actor
"The Last Days of Humanity",2002,nm2218516,"Peter Dubiel",actor
"Hayatimin kadinisin",2006,nm0951309,"Ugur Yücel",actor
